file,query,image_url,source_page,title
ref_000.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/49716071/original_9e7158b83060ed92af0b8455c5682613.jpeg?1787339204?bc=0,https://are.na/block/49716071,anime screenshots: VS--2026keibilibili-51’22”.jpg
ref_001.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/49716070/original_189ce6005cb1e09813f03045adc36c10.jpeg?1787339204?bc=0,https://are.na/block/49716070,anime screenshots: VS--2026keibilibili-55’38”.jpg
ref_002.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/49716069/original_202638fc46e8b5be9823f6874219d8af.jpeg?1787339204?bc=0,https://are.na/block/49716069,anime screenshots: VS--2026keibilibili-58’23”.jpg
ref_003.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/49716068/original_4e56c6cd3e7a1c6940f3d555f711582a.jpeg?1787339204?bc=0,https://are.na/block/49716068,anime screenshots: VS--2026keibilibili-58’33”.jpg
ref_004.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/22186197/original_500a8702662ce08952324eee68c24327.jpg?1686311487?bc=0,https://are.na/block/22186197,AV - Framing: fyfk0x0waaaomeq?format=jpg-name=900x900
ref_005.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/39852725/original_c57608ab32b4b24f411e79b559ef6e13.jpg?1758852146?bc=0,https://are.na/block/39852725,"AV - Framing: SSAW by Ronan Gallagher, 2025"
ref_006.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/32612823/original_01628a4abe2f433f1f89b368231e9320.png?1732900110?bc=0,https://are.na/block/32612823,AV - Framing: screenshot-2024-08-04-at-11.26.21-pm.png
ref_007.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/32612822/original_8febc22d8fb45696b4e57985c34d5ce8.png?1732900106?bc=0,https://are.na/block/32612822,AV - Framing: screenshot-2024-08-04-at-11.29.39-pm.png
ref_008.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/10466605/original_b29497fee24e6cac91f9519936fbf6b1.png?1611887465?bc=0,https://are.na/block/10466605,Anime Screenshots: screen-shot-2021-01-24-at-6.34.58-pm.png
ref_009.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/10466603/original_250be1f1df31a4ac9055caeb8ebcf1e1.png?1611887464?bc=0,https://are.na/block/10466603,Anime Screenshots: screen-shot-2020-12-31-at-4.49.09-pm.png
ref_010.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/10466601/original_d7c805fe9bc37a8258f8b3e0058e31f8.png?1611887463?bc=0,https://are.na/block/10466601,Anime Screenshots: screen-shot-2021-01-24-at-4.43.24-pm.png
ref_011.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/10466599/original_32c8c6875e168610dabeaa037a24c91c.png?1611887445?bc=0,https://are.na/block/10466599,Anime Screenshots: screen-shot-2021-01-24-at-6.51.49-pm.png
ref_012.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/6379935/original_f53cf4002d1a6949386d2c3387cd794c.png?1583471043?bc=0,https://are.na/block/6379935,Anime Screenshots: screen-shot-2020-03-05-at-9.55.44-pm.png
ref_013.jpg,anime screenshots,https://d2w9rnfcy7mm78.cloudfront.net/6379934/original_9878d505a6301467610dbb01b265037f.png?1583471033?bc=0,https://are.na/block/6379934,Anime Screenshots: screen-shot-2020-03-05-at-9.56.29-pm.png
